date,game_id,player_name,pts,reb,ast,pra,mp
2025-11-11,202511110UTA,Cody Martin,1.0,1.0,0.0,2.0,5:25
2025-11-11,202511110UTA,RayJ Dennis,0.0,0.0,0.0,0.0,0:00
2025-11-11,202511110UTA,Taelon Peter,0.0,0.0,0.0,0.0,0:00
2025-11-11,202511110UTA,Lauri Markkanen,35.0,3.0,2.0,40.0,34:34
2025-11-11,202511110UTA,Jusuf Nurkić,11.0,11.0,4.0,26.0,30:44
2025-11-11,202511110UTA,Svi Mykhailiuk,20.0,4.0,4.0,28.0,27:17
2025-11-11,202511110UTA,Keyonte George,10.0,5.0,7.0,22.0,26:44
2025-11-11,202511110UTA,Ace Bailey,20.0,4.0,1.0,25.0,25:35
2025-11-11,202511110UTA,Isaiah Collier,14.0,6.0,11.0,31.0,26:55
2025-11-11,202511110UTA,Kyle Filipowski,16.0,7.0,3.0,26.0,20:12
2025-11-11,202511110UTA,Cody Williams,2.0,1.0,2.0,5.0,18:38
2025-11-11,202511110UTA,Brice Sensabaugh,16.0,4.0,1.0,21.0,15:58
2025-11-11,202511110UTA,Walter Clayton,8.0,0.0,3.0,11.0,12:09
2025-11-11,202511110UTA,Elijah Harkless,0.0,0.0,0.0,0.0,1:14
2025-11-11,202511110UTA,Taylor Hendricks,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120BOS,Vince Williams Jr.,12.0,5.0,2.0,19.0,24:34
2025-11-12,202511120BOS,Jock Landale,11.0,6.0,4.0,21.0,24:28
2025-11-12,202511120BOS,Jaylen Wells,5.0,4.0,0.0,9.0,24:23
2025-11-12,202511120BOS,Jaren Jackson Jr.,18.0,2.0,0.0,20.0,23:17
2025-11-12,202511120BOS,Kentavious Caldwell-Pope,0.0,3.0,3.0,6.0,18:42
2025-11-12,202511120BOS,Cam Spencer,5.0,2.0,3.0,10.0,29:23
2025-11-12,202511120BOS,Olivier-Maxence Prosper,8.0,4.0,4.0,16.0,26:06
2025-11-12,202511120BOS,Cedric Coward,12.0,6.0,3.0,21.0,25:34
2025-11-12,202511120BOS,Santi Aldama,14.0,6.0,4.0,24.0,23:35
2025-11-12,202511120BOS,GG Jackson II,6.0,0.0,1.0,7.0,7:02
2025-11-12,202511120BOS,PJ Hall,4.0,3.0,1.0,8.0,7:02
2025-11-12,202511120BOS,John Konchar,0.0,0.0,0.0,0.0,5:54
2025-11-12,202511120BOS,Payton Pritchard,24.0,6.0,9.0,39.0,30:22
2025-11-12,202511120BOS,Derrick White,20.0,5.0,4.0,29.0,26:10
2025-11-12,202511120BOS,Jaylen Brown,19.0,6.0,6.0,31.0,25:18
2025-11-12,202511120BOS,Neemias Queta,13.0,8.0,2.0,23.0,20:02
2025-11-12,202511120BOS,Jordan Walsh,7.0,6.0,0.0,13.0,17:50
2025-11-12,202511120BOS,Sam Hauser,5.0,2.0,1.0,8.0,22:33
2025-11-12,202511120BOS,Josh Minott,9.0,5.0,4.0,18.0,21:59
2025-11-12,202511120BOS,Anfernee Simons,6.0,4.0,7.0,17.0,21:49
2025-11-12,202511120BOS,Luka Garza,14.0,7.0,1.0,22.0,17:10
2025-11-12,202511120BOS,Chris Boucher,2.0,7.0,0.0,9.0,12:47
2025-11-12,202511120BOS,Baylor Scheierman,6.0,1.0,0.0,7.0,11:32
2025-11-12,202511120BOS,Hugo González,0.0,1.0,0.0,1.0,8:12
2025-11-12,202511120BOS,Ron Harper Jr.,6.0,0.0,0.0,6.0,4:16
2025-11-12,202511120BOS,Xavier Tillman Sr.,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120CHO,Ryan Rollins,25.0,5.0,6.0,36.0,31:46
2025-11-12,202511120CHO,Kyle Kuzma,8.0,3.0,4.0,15.0,29:44
2025-11-12,202511120CHO,Gary Trent Jr.,2.0,0.0,4.0,6.0,29:17
2025-11-12,202511120CHO,Myles Turner,21.0,3.0,2.0,26.0,28:51
2025-11-12,202511120CHO,A.J. Green,3.0,3.0,2.0,8.0,26:51
2025-11-12,202511120CHO,Bobby Portis,14.0,8.0,1.0,23.0,23:11
2025-11-12,202511120CHO,Jericho Sims,2.0,7.0,2.0,11.0,17:59
2025-11-12,202511120CHO,Cole Anthony,4.0,2.0,3.0,9.0,15:00
2025-11-12,202511120CHO,Amir Coffey,2.0,1.0,0.0,3.0,11:38
2025-11-12,202511120CHO,Mark Sears,7.0,0.0,1.0,8.0,5:52
2025-11-12,202511120CHO,Gary Harris,0.0,0.0,1.0,1.0,5:41
2025-11-12,202511120CHO,Andre Jackson Jr.,0.0,1.0,3.0,4.0,5:41
2025-11-12,202511120CHO,Pete Nance,10.0,1.0,0.0,11.0,4:19
2025-11-12,202511120CHO,Thanasis Antetokounmpo,2.0,0.0,0.0,2.0,4:10
2025-11-12,202511120CHO,Kon Knueppel,16.0,6.0,1.0,23.0,34:18
2025-11-12,202511120CHO,Miles Bridges,20.0,6.0,6.0,32.0,32:48
2025-11-12,202511120CHO,Collin Sexton,16.0,5.0,8.0,29.0,31:32
2025-11-12,202511120CHO,Sion James,4.0,2.0,1.0,7.0,29:45
2025-11-12,202511120CHO,Ryan Kalkbrenner,17.0,9.0,0.0,26.0,26:31
2025-11-12,202511120CHO,Tre Mann,13.0,1.0,3.0,17.0,25:25
2025-11-12,202511120CHO,Moussa Diabaté,7.0,13.0,2.0,22.0,23:10
2025-11-12,202511120CHO,Liam McNeeley,5.0,3.0,2.0,10.0,11:55
2025-11-12,202511120CHO,Pat Connaughton,11.0,2.0,2.0,15.0,11:16
2025-11-12,202511120CHO,KJ Simpson,2.0,2.0,2.0,6.0,9:01
2025-11-12,202511120CHO,Mason Plumlee,0.0,1.0,0.0,1.0,4:19
2025-11-12,202511120CHO,Grant Williams,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DAL,Devin Booker,26.0,3.0,9.0,38.0,38:25
2025-11-12,202511120DAL,Grayson Allen,23.0,5.0,3.0,31.0,32:51
2025-11-12,202511120DAL,Dillon Brooks,18.0,2.0,4.0,24.0,30:58
2025-11-12,202511120DAL,Royce O'Neale,13.0,6.0,4.0,23.0,27:32
2025-11-12,202511120DAL,Mark Williams,10.0,4.0,2.0,16.0,26:16
2025-11-12,202511120DAL,Ryan Dunn,8.0,4.0,1.0,13.0,23:37
2025-11-12,202511120DAL,Jordan Goodwin,13.0,6.0,2.0,21.0,20:01
2025-11-12,202511120DAL,Collin Gillespie,4.0,6.0,5.0,15.0,19:08
2025-11-12,202511120DAL,Oso Ighodaro,2.0,3.0,0.0,5.0,11:42
2025-11-12,202511120DAL,Nick Richards,6.0,7.0,1.0,14.0,9:30
2025-11-12,202511120DAL,Rasheer Fleming,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DAL,Nigel Hayes-Davis,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DAL,Isaiah Livers,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DAL,Khaman Maluach,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DAL,Max Christie,12.0,6.0,7.0,25.0,34:07
2025-11-12,202511120DAL,Cooper Flagg,16.0,6.0,6.0,28.0,33:42
2025-11-12,202511120DAL,Brandon Williams,17.0,5.0,9.0,31.0,33:15
2025-11-12,202511120DAL,Daniel Gafford,15.0,9.0,0.0,24.0,26:39
2025-11-12,202511120DAL,P.J. Washington,6.0,0.0,0.0,6.0,5:25
2025-11-12,202511120DAL,Klay Thompson,19.0,3.0,1.0,23.0,30:44
2025-11-12,202511120DAL,Naji Marshall,12.0,4.0,3.0,19.0,26:08
2025-11-12,202511120DAL,Moussa Cisse,4.0,9.0,0.0,13.0,14:47
2025-11-12,202511120DAL,D'Angelo Russell,5.0,0.0,3.0,8.0,14:20
2025-11-12,202511120DAL,Jaden Hardy,8.0,1.0,0.0,9.0,12:07
2025-11-12,202511120DAL,Caleb Martin,0.0,1.0,3.0,4.0,7:00
2025-11-12,202511120DAL,Dwight Powell,0.0,1.0,0.0,1.0,1:46
2025-11-12,202511120DET,Matas Buzelis,21.0,14.0,2.0,37.0,33:57
2025-11-12,202511120DET,Isaac Okoro,15.0,4.0,2.0,21.0,31:44
2025-11-12,202511120DET,Tre Jones,11.0,2.0,5.0,18.0,30:18
2025-11-12,202511120DET,Kevin Huerter,20.0,2.0,2.0,24.0,27:12
2025-11-12,202511120DET,Nikola Vučević,6.0,6.0,3.0,15.0,25:29
2025-11-12,202511120DET,Patrick Williams,7.0,5.0,1.0,13.0,23:32
2025-11-12,202511120DET,Ayo Dosunmu,12.0,3.0,2.0,17.0,21:56
2025-11-12,202511120DET,Jevon Carter,11.0,2.0,3.0,16.0,17:28
2025-11-12,202511120DET,Jalen Smith,9.0,4.0,0.0,13.0,13:54
2025-11-12,202511120DET,Dalen Terry,1.0,1.0,1.0,3.0,10:25
2025-11-12,202511120DET,Julian Phillips,0.0,1.0,0.0,1.0,4:05
2025-11-12,202511120DET,Josh Giddey,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DET,Daniss Jenkins,18.0,4.0,12.0,34.0,40:07
2025-11-12,202511120DET,Javonte Green,9.0,4.0,0.0,13.0,32:03
2025-11-12,202511120DET,Paul Reed,28.0,13.0,6.0,47.0,30:45
2025-11-12,202511120DET,Ron Holland,9.0,6.0,1.0,16.0,28:29
2025-11-12,202511120DET,Duncan Robinson,23.0,2.0,1.0,26.0,28:25
2025-11-12,202511120DET,Caris LeVert,17.0,1.0,5.0,23.0,21:54
2025-11-12,202511120DET,Chaz Lanier,6.0,1.0,1.0,8.0,18:20
2025-11-12,202511120DET,Tolu Smith,6.0,7.0,2.0,15.0,16:11
2025-11-12,202511120DET,Bobi Klintman,6.0,6.0,1.0,13.0,13:51
2025-11-12,202511120DET,Wendell Moore Jr.,2.0,0.0,1.0,3.0,9:55
2025-11-12,202511120DET,Jalen Duren,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120DET,Isaac Jones,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120HOU,Kyshawn George,16.0,7.0,9.0,32.0,35:43
2025-11-12,202511120HOU,Alex Sarr,25.0,11.0,4.0,40.0,31:58
2025-11-12,202511120HOU,CJ McCollum,10.0,2.0,3.0,15.0,29:21
2025-11-12,202511120HOU,Tre Johnson,12.0,1.0,1.0,14.0,27:26
2025-11-12,202511120HOU,Khris Middleton,7.0,2.0,3.0,12.0,22:38
2025-11-12,202511120HOU,Cam Whitmore,11.0,3.0,1.0,15.0,25:03
2025-11-12,202511120HOU,Bub Carrington,7.0,1.0,2.0,10.0,19:28
2025-11-12,202511120HOU,Corey Kispert,8.0,2.0,0.0,10.0,18:34
2025-11-12,202511120HOU,Marvin Bagley III,9.0,5.0,1.0,15.0,12:29
2025-11-12,202511120HOU,Tristan Vukcevic,3.0,1.0,0.0,4.0,7:17
2025-11-12,202511120HOU,Malaki Branham,2.0,0.0,1.0,3.0,3:21
2025-11-12,202511120HOU,Will Riley,2.0,1.0,0.0,3.0,3:21
2025-11-12,202511120HOU,Justin Champagnie,0.0,1.0,0.0,1.0,3:21
2025-11-12,202511120HOU,Anthony Gill,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120HOU,AJ Johnson,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120HOU,Amen Thompson,18.0,1.0,8.0,27.0,34:56
2025-11-12,202511120HOU,Kevin Durant,23.0,5.0,4.0,32.0,30:52
2025-11-12,202511120HOU,Jabari Smith Jr.,15.0,8.0,3.0,26.0,29:53
2025-11-12,202511120HOU,Alperen Şengün,16.0,13.0,6.0,35.0,27:46
2025-11-12,202511120HOU,Josh Okogie,7.0,5.0,1.0,13.0,25:54
2025-11-12,202511120HOU,Reed Sheppard,21.0,3.0,3.0,27.0,24:40
2025-11-12,202511120HOU,Tari Eason,20.0,6.0,0.0,26.0,20:47
2025-11-12,202511120HOU,Steven Adams,5.0,8.0,4.0,17.0,16:53
2025-11-12,202511120HOU,Clint Capela,2.0,2.0,0.0,4.0,9:55
2025-11-12,202511120HOU,Jae'Sean Tate,2.0,1.0,1.0,4.0,8:21
2025-11-12,202511120HOU,JD Davison,3.0,0.0,0.0,3.0,3:21
2025-11-12,202511120HOU,Jeff Green,3.0,1.0,0.0,4.0,3:21
2025-11-12,202511120HOU,Aaron Holiday,0.0,0.0,2.0,2.0,3:21
2025-11-12,202511120LAC,Nikola Jokić,55.0,12.0,6.0,73.0,33:34
2025-11-12,202511120LAC,Jamal Murray,15.0,5.0,4.0,24.0,32:48
2025-11-12,202511120LAC,Aaron Gordon,18.0,5.0,0.0,23.0,30:47
2025-11-12,202511120LAC,Christian Braun,6.0,4.0,4.0,14.0,16:09
2025-11-12,202511120LAC,Cameron Johnson,2.0,3.0,0.0,5.0,7:50
2025-11-12,202511120LAC,Bruce Brown,2.0,4.0,0.0,6.0,27:51
2025-11-12,202511120LAC,Peyton Watson,2.0,2.0,1.0,5.0,22:06
2025-11-12,202511120LAC,Tim Hardaway Jr.,12.0,1.0,3.0,16.0,20:44
2025-11-12,202511120LAC,Spencer Jones,3.0,0.0,1.0,4.0,15:26
2025-11-12,202511120LAC,Julian Strawther,4.0,1.0,0.0,5.0,11:21
2025-11-12,202511120LAC,Jonas Valančiūnas,8.0,3.0,1.0,12.0,10:57
2025-11-12,202511120LAC,Jalen Pickett,3.0,1.0,1.0,5.0,3:29
2025-11-12,202511120LAC,Zeke Nnaji,0.0,0.0,1.0,1.0,3:29
2025-11-12,202511120LAC,Hunter Tyson,0.0,1.0,0.0,1.0,3:29
2025-11-12,202511120LAC,Ivica Zubac,18.0,9.0,1.0,28.0,31:34
2025-11-12,202511120LAC,James Harden,23.0,8.0,5.0,36.0,29:46
2025-11-12,202511120LAC,John Collins,2.0,4.0,0.0,6.0,20:44
2025-11-12,202511120LAC,Derrick Jones Jr.,8.0,4.0,4.0,16.0,19:38
2025-11-12,202511120LAC,Kris Dunn,3.0,0.0,2.0,5.0,15:30
2025-11-12,202511120LAC,Jordan Miller,22.0,4.0,1.0,27.0,26:24
2025-11-12,202511120LAC,Kobe Sanders,9.0,1.0,3.0,13.0,24:43
2025-11-12,202511120LAC,Nicolas Batum,6.0,2.0,3.0,11.0,22:05
2025-11-12,202511120LAC,Bogdan Bogdanović,11.0,0.0,6.0,17.0,20:12
2025-11-12,202511120LAC,Brook Lopez,10.0,1.0,1.0,12.0,15:55
2025-11-12,202511120LAC,Kobe Brown,2.0,2.0,1.0,5.0,7:23
2025-11-12,202511120LAC,Cam Christie,2.0,1.0,1.0,4.0,6:06
2025-11-12,202511120LAC,Chris Paul,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120MIA,De'Andre Hunter,21.0,6.0,2.0,29.0,28:21
2025-11-12,202511120MIA,Jarrett Allen,30.0,10.0,2.0,42.0,27:26
2025-11-12,202511120MIA,Dean Wade,8.0,3.0,2.0,13.0,26:13
2025-11-12,202511120MIA,Sam Merrill,5.0,0.0,3.0,8.0,20:39
2025-11-12,202511120MIA,Lonzo Ball,15.0,2.0,8.0,25.0,20:29
2025-11-12,202511120MIA,Craig Porter Jr.,19.0,4.0,9.0,32.0,32:10
2025-11-12,202511120MIA,Tyrese Proctor,12.0,2.0,2.0,16.0,22:44
2025-11-12,202511120MIA,Larry Nance Jr.,3.0,5.0,2.0,10.0,19:25
2025-11-12,202511120MIA,Nae'Qwan Tomlin,9.0,6.0,2.0,17.0,17:39
2025-11-12,202511120MIA,Thomas Bryant,4.0,7.0,0.0,11.0,12:48
2025-11-12,202511120MIA,Luke Travers,4.0,4.0,0.0,8.0,12:06
2025-11-12,202511120MIA,Chris Livingston,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120MIA,Davion Mitchell,16.0,3.0,4.0,23.0,33:53
2025-11-12,202511120MIA,Andrew Wiggins,17.0,9.0,6.0,32.0,33:14
2025-11-12,202511120MIA,Norman Powell,27.0,2.0,5.0,34.0,32:30
2025-11-12,202511120MIA,Kel'el Ware,15.0,13.0,1.0,29.0,27:43
2025-11-12,202511120MIA,Pelle Larsson,9.0,0.0,4.0,13.0,27:25
2025-11-12,202511120MIA,Jaime Jaquez Jr.,11.0,3.0,4.0,18.0,29:51
2025-11-12,202511120MIA,Nikola Jović,2.0,4.0,3.0,9.0,22:03
2025-11-12,202511120MIA,Simone Fontecchio,13.0,4.0,0.0,17.0,19:14
2025-11-12,202511120MIA,Dru Smith,6.0,6.0,2.0,14.0,14:07
2025-11-12,202511120MIA,Vladislav Goldin,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120MIA,Kasparas Jakucionis,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120MIA,Keshad Johnson,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Toumani Camara,13.0,3.0,5.0,21.0,38:26
2025-11-12,202511120NOP,Jrue Holiday,17.0,4.0,12.0,33.0,36:32
2025-11-12,202511120NOP,Deni Avdija,32.0,1.0,2.0,35.0,34:56
2025-11-12,202511120NOP,Shaedon Sharpe,35.0,5.0,3.0,43.0,29:46
2025-11-12,202511120NOP,Donovan Clingan,9.0,10.0,0.0,19.0,27:28
2025-11-12,202511120NOP,Kris Murray,6.0,7.0,1.0,14.0,22:24
2025-11-12,202511120NOP,Sidy Cissoko,2.0,0.0,1.0,3.0,16:48
2025-11-12,202511120NOP,Robert Williams,6.0,6.0,1.0,13.0,16:41
2025-11-12,202511120NOP,Jerami Grant,2.0,2.0,1.0,5.0,7:03
2025-11-12,202511120NOP,Rayan Rupert,0.0,0.0,0.0,0.0,5:43
2025-11-12,202511120NOP,Duop Reath,3.0,1.0,0.0,4.0,4:13
2025-11-12,202511120NOP,Scoot Henderson,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Damian Lillard,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Matisse Thybulle,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Yang Hansen,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Trey Murphy III,22.0,5.0,5.0,32.0,39:29
2025-11-12,202511120NOP,Saddiq Bey,25.0,6.0,5.0,36.0,35:14
2025-11-12,202511120NOP,Herbert Jones,11.0,1.0,3.0,15.0,34:00
2025-11-12,202511120NOP,Jeremiah Fears,15.0,3.0,4.0,22.0,26:06
2025-11-12,202511120NOP,Kevon Looney,0.0,2.0,1.0,3.0,8:10
2025-11-12,202511120NOP,Derik Queen,26.0,7.0,4.0,37.0,37:45
2025-11-12,202511120NOP,Jose Alvarado,5.0,1.0,3.0,9.0,21:54
2025-11-12,202511120NOP,Karlo Matković,5.0,3.0,1.0,9.0,14:00
2025-11-12,202511120NOP,Micah Peavy,2.0,5.0,2.0,9.0,12:26
2025-11-12,202511120NOP,Jordan Hawkins,6.0,2.0,0.0,8.0,8:53
2025-11-12,202511120NOP,Yves Missi,0.0,0.0,0.0,0.0,2:03
2025-11-12,202511120NOP,DeAndre Jordan,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NOP,Bryce McGowens,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120NYK,Franz Wagner,28.0,9.0,4.0,41.0,36:49
2025-11-12,202511120NYK,Desmond Bane,22.0,6.0,8.0,36.0,33:55
2025-11-12,202511120NYK,Wendell Carter Jr.,13.0,8.0,2.0,23.0,31:25
2025-11-12,202511120NYK,Jalen Suggs,14.0,2.0,3.0,19.0,26:23
2025-11-12,202511120NYK,Paolo Banchero,4.0,4.0,2.0,10.0,12:00
2025-11-12,202511120NYK,Anthony Black,17.0,3.0,3.0,23.0,23:09
2025-11-12,202511120NYK,Tristan Da Silva,8.0,5.0,2.0,15.0,22:11
2025-11-12,202511120NYK,Jonathan Isaac,3.0,5.0,0.0,8.0,16:27
2025-11-12,202511120NYK,Goga Bitadze,10.0,3.0,0.0,13.0,16:15
2025-11-12,202511120NYK,Tyus Jones,0.0,1.0,3.0,4.0,13:01
2025-11-12,202511120NYK,Jett Howard,5.0,0.0,0.0,5.0,4:41
2025-11-12,202511120NYK,Noah Penda,0.0,3.0,1.0,4.0,1:52
2025-11-12,202511120NYK,Jase Richardson,0.0,0.0,1.0,1.0,1:52
2025-11-12,202511120NYK,Jalen Brunson,31.0,3.0,6.0,40.0,36:55
2025-11-12,202511120NYK,Karl-Anthony Towns,15.0,12.0,4.0,31.0,34:31
2025-11-12,202511120NYK,OG Anunoby,8.0,4.0,1.0,13.0,33:56
2025-11-12,202511120NYK,Mikal Bridges,6.0,2.0,2.0,10.0,28:00
2025-11-12,202511120NYK,Mitchell Robinson,2.0,8.0,0.0,10.0,17:12
2025-11-12,202511120NYK,Landry Shamet,11.0,3.0,1.0,15.0,27:07
2025-11-12,202511120NYK,Miles McBride,9.0,1.0,1.0,11.0,20:42
2025-11-12,202511120NYK,Josh Hart,10.0,3.0,2.0,15.0,18:00
2025-11-12,202511120NYK,Jordan Clarkson,5.0,1.0,1.0,7.0,10:38
2025-11-12,202511120NYK,Guerschon Yabusele,6.0,0.0,1.0,7.0,5:25
2025-11-12,202511120NYK,Tyler Kolek,2.0,0.0,0.0,2.0,1:54
2025-11-12,202511120NYK,Mohamed Diawara,0.0,0.0,0.0,0.0,1:54
2025-11-12,202511120NYK,Ariel Hukporti,0.0,0.0,0.0,0.0,1:54
2025-11-12,202511120NYK,Pacome Dadiet,2.0,0.0,1.0,3.0,1:52
2025-11-12,202511120OKC,Rui Hachimura,13.0,5.0,1.0,19.0,32:53
2025-11-12,202511120OKC,Luka Dončić,19.0,7.0,7.0,33.0,32:49
2025-11-12,202511120OKC,Austin Reaves,13.0,5.0,3.0,21.0,30:21
2025-11-12,202511120OKC,Marcus Smart,9.0,1.0,0.0,10.0,27:43
2025-11-12,202511120OKC,Deandre Ayton,6.0,5.0,1.0,12.0,25:49
2025-11-12,202511120OKC,Jake LaRavia,5.0,1.0,2.0,8.0,22:01
2025-11-12,202511120OKC,Dalton Knecht,16.0,2.0,1.0,19.0,19:11
2025-11-12,202511120OKC,Jarred Vanderbilt,6.0,9.0,2.0,17.0,18:44
2025-11-12,202511120OKC,Jaxson Hayes,2.0,2.0,0.0,4.0,13:53
2025-11-12,202511120OKC,Maxi Kleber,3.0,4.0,0.0,7.0,8:18
2025-11-12,202511120OKC,Bronny James,0.0,1.0,2.0,3.0,8:18
2025-11-12,202511120OKC,Adou Thiero,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120OKC,Shai Gilgeous-Alexander,30.0,5.0,9.0,44.0,29:23
2025-11-12,202511120OKC,Ajay Mitchell,14.0,3.0,3.0,20.0,26:27
2025-11-12,202511120OKC,Cason Wallace,6.0,0.0,1.0,7.0,24:03
2025-11-12,202511120OKC,Isaiah Hartenstein,11.0,8.0,0.0,19.0,20:10
2025-11-12,202511120OKC,Chet Holmgren,11.0,3.0,1.0,15.0,20:04
2025-11-12,202511120OKC,Isaiah Joe,21.0,2.0,5.0,28.0,34:39
2025-11-12,202511120OKC,Jaylin Williams,6.0,7.0,4.0,17.0,19:32
2025-11-12,202511120OKC,Branden Carlson,0.0,5.0,1.0,6.0,16:59
2025-11-12,202511120OKC,Alex Caruso,10.0,4.0,3.0,17.0,16:54
2025-11-12,202511120OKC,Ousmane Dieng,10.0,2.0,1.0,13.0,15:13
2025-11-12,202511120OKC,Brooks Barnhizer,2.0,2.0,0.0,4.0,8:18
2025-11-12,202511120OKC,Chris Youngblood,0.0,1.0,0.0,1.0,8:18
2025-11-12,202511120SAC,Dyson Daniels,5.0,6.0,7.0,18.0,26:59
2025-11-12,202511120SAC,Jalen Johnson,24.0,10.0,8.0,42.0,23:50
2025-11-12,202511120SAC,Kristaps Porziņģis,13.0,4.0,6.0,23.0,23:19
2025-11-12,202511120SAC,Zaccharie Risacher,15.0,3.0,1.0,19.0,22:13
2025-11-12,202511120SAC,Nickeil Alexander-Walker,14.0,6.0,5.0,25.0,21:44
2025-11-12,202511120SAC,Keaton Wallace,4.0,2.0,4.0,10.0,23:16
2025-11-12,202511120SAC,Vit Krejci,11.0,3.0,4.0,18.0,20:52
2025-11-12,202511120SAC,Luke Kennard,13.0,3.0,2.0,18.0,20:49
2025-11-12,202511120SAC,Onyeka Okongwu,21.0,3.0,2.0,26.0,20:38
2025-11-12,202511120SAC,Mouhamed Gueye,2.0,3.0,2.0,7.0,20:24
2025-11-12,202511120SAC,Caleb Houstan,6.0,1.0,1.0,8.0,8:07
2025-11-12,202511120SAC,Asa Newell,5.0,1.0,0.0,6.0,7:49
2025-11-12,202511120SAC,Domantas Sabonis,12.0,5.0,2.0,19.0,26:24
2025-11-12,202511120SAC,Dennis Schröder,9.0,3.0,4.0,16.0,25:51
2025-11-12,202511120SAC,Russell Westbrook,10.0,2.0,3.0,15.0,22:27
2025-11-12,202511120SAC,Precious Achiuwa,10.0,5.0,2.0,17.0,19:58
2025-11-12,202511120SAC,DeMar DeRozan,4.0,2.0,2.0,8.0,19:14
2025-11-12,202511120SAC,Keon Ellis,20.0,0.0,1.0,21.0,30:33
2025-11-12,202511120SAC,Nique Clifford,9.0,4.0,4.0,17.0,30:33
2025-11-12,202511120SAC,Devin Carter,11.0,6.0,3.0,20.0,21:46
2025-11-12,202511120SAC,Maxime Raynaud,7.0,4.0,1.0,12.0,14:46
2025-11-12,202511120SAC,Daeqwon Plowden,2.0,2.0,0.0,4.0,14:00
2025-11-12,202511120SAC,Doug McDermott,6.0,0.0,0.0,6.0,7:45
2025-11-12,202511120SAC,Drew Eubanks,0.0,2.0,0.0,2.0,6:43
2025-11-12,202511120SAC,Dario Šarić,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120SAS,Jimmy Butler,28.0,6.0,8.0,42.0,33:48
2025-11-12,202511120SAS,Stephen Curry,46.0,5.0,5.0,56.0,33:32
2025-11-12,202511120SAS,Draymond Green,6.0,5.0,4.0,15.0,26:41
2025-11-12,202511120SAS,Moses Moody,19.0,3.0,3.0,25.0,26:10
2025-11-12,202511120SAS,Will Richard,3.0,1.0,1.0,5.0,21:41
2025-11-12,202511120SAS,Brandin Podziemski,6.0,6.0,4.0,16.0,28:52
2025-11-12,202511120SAS,Al Horford,9.0,3.0,3.0,15.0,22:30
2025-11-12,202511120SAS,Buddy Hield,4.0,1.0,0.0,5.0,15:31
2025-11-12,202511120SAS,Gary Payton II,4.0,6.0,2.0,12.0,14:34
2025-11-12,202511120SAS,Jonathan Kuminga,0.0,4.0,0.0,4.0,12:06
2025-11-12,202511120SAS,Quinten Post,0.0,0.0,0.0,0.0,4:36
2025-11-12,202511120SAS,Trayce Jackson-Davis,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120SAS,Gui Santos,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120SAS,Pat Spencer,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120SAS,Victor Wembanyama,31.0,15.0,10.0,56.0,36:21
2025-11-12,202511120SAS,De'Aaron Fox,13.0,5.0,5.0,23.0,35:32
2025-11-12,202511120SAS,Devin Vassell,15.0,2.0,1.0,18.0,35:02
2025-11-12,202511120SAS,Stephon Castle,23.0,10.0,10.0,43.0,31:13
2025-11-12,202511120SAS,Harrison Barnes,11.0,2.0,0.0,13.0,25:08
2025-11-12,202511120SAS,Keldon Johnson,6.0,9.0,1.0,16.0,24:28
2025-11-12,202511120SAS,Luke Kornet,12.0,0.0,1.0,13.0,22:11
2025-11-12,202511120SAS,Julian Champagnie,6.0,3.0,1.0,10.0,19:59
2025-11-12,202511120SAS,Jeremy Sochan,3.0,3.0,1.0,7.0,6:17
2025-11-12,202511120SAS,Lindy Waters III,0.0,0.0,0.0,0.0,3:49
2025-11-12,202511120SAS,Bismack Biyombo,0.0,0.0,0.0,0.0,0:00
2025-11-12,202511120SAS,Carter Bryant,0.0,0.0,0.0,0.0,0:00
